y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44
0.585858586,-2.428571429,5.7,-14.6,5595,16.6,18.75714286,15.02857143,82.42857143,87.08571429,95.5,68.9,486.4285714,132.1428571,28,3700,9302.194357,2560,1609.028213,1.662590591,1.375007354,0.287583237,0.172972973,2.785714286,5.2,5.375,5.775,15.55,511.6444444,39.9,38,14.1,10.55,22,26,20.9,52.54482759,0.545,0.725,2.393343987,0.956944444,3916.5,3245.301159,4355.718124,172.25
0.693138279,-1.585714286,5.2,-9.2,9116,17.05714286,19.78571429,14.94285714,78.62857143,86.25714286,92.6,63.8,449.2857143,140,45,6300,15838.87147,8100,5091.065831,1.737480416,1.179004568,0.558475848,0.321428571,2.757142857,5.314285714,5.142857143,5.771428571,15.15,526.7944444,40.2,38.8,15.8,10.8,22.3,26.65277778,22,55.31034483,0.6,0.525,2.571182836,0.931944444,6381.2,5435.868073,4767.576723,167.75
0.746081505,5.371428571,22.3,-8.8,8335,17.37142857,20.35714286,15.01428571,79.37142857,89.17142857,100,54.7,422.1428571,140,41,5740,14430.97179,5650,3551.175549,1.73137034,1.305314486,0.426055855,0.246080139,2.714285714,5.471428571,5,5.783333333,17.5,544.2944444,38,34,15,9.41,16.8,27.61111111,21.6,54.30470219,0.725,0.675,2.461888807,0.9875,5834.5,4889.415527,5169.27525,177.75
0.799721351,1.928571429,18.6,-5.9,8223,17.02857143,19.25714286,15.17142857,81.08571429,88.15714286,97,63.4,418.2857143,140,47,6580,16542.82132,10400,6536.677116,2.011774452,1.216848377,0.794926075,0.395136778,2.685714286,5.542857143,4.442857143,5.785714286,16.1,560.3944444,37.4,32,17.2,9.19,15.8,28.625,22.6,56.81880878,0.675,0.625,2.436647965,0.988888889,5756.1,4804.178855,5151.250585,178
0.716126785,1.728571429,10.9,-6.6,8853,17.5,19.85714286,15.44285714,79.87142857,87.47142857,93.7,61,449,134.6938776,49,6600,16593.10345,9400,5908.15047,1.87429159,1.206930191,0.6673614,0.356060606,2.6,5.614285714,4.185714286,5.842857143,16.65,577.0444444,39.3,38.7,14.2,10.97,22.65,29.72361111,23.6,59.33291536,0.75,0.725,2.334858225,0.997222222,6197.1,5082.566934,5772.906325,179.5
0.688958551,5.185714286,19.1,-7.2,8520,18.02857143,20.07142857,16.2,80.78571429,87.81428571,97.5,53.3,433.8571429,111.147541,61,6780,17045.64263,9800,6159.561129,2.000662281,1.277709097,0.722953184,0.361356932,2.671428571,5.685714286,4.457142857,5.9,15.65,592.6944444,34.8,32.6,16.9,9.45,17.2,30.83333333,24.5,61.59561129,0.725,0.675,2.33106699,1.045833333,5964,4888.026843,6700.498889,188.25
1.018460467,4.728571429,16.5,-5.2,11083,18.42857143,20.62857143,16.34285714,78.9,87.64285714,97.9,58.9,418.8571429,82.5,112,9240,23230.34483,17600,11062.06897,2.096034001,1.097922572,0.998111429,0.476190476,2.642857143,5.771428571,4.157142857,5.9,16.7,609.3944444,33.4,29.8,16.7,7.92,13.3,31.97916667,26.1,65.61818182,0.7,0.9,2.17680713,0.966666667,7758.1,6168.262195,6931.480583,174
1.142110763,7.114285714,17.9,-3.4,10609,18.57142857,20.61428571,16.54285714,77.72857143,87.84285714,96.4,42,426.5714286,60.16528926,121,7280,18302.69592,11350,7133.777429,1.72520463,1.052777688,0.672426942,0.389766484,2.657142857,5.857142857,4.014285714,5.957142857,17.05,626.4444444,37.1,34.9,15.8,9.45,21.4,32.98888889,26.7,67.12664577,0.725,0.675,2.1208043,1.055555556,7426.3,5832.529321,7835.139222,190
1.295019157,6.514285714,16,-0.9,15897,19.35714286,21.98571429,16.65714286,70.75714286,86.94285714,93.7,45.6,428.8571429,60,182,10920,27454.04389,21100,13261.91223,1.726995275,0.892755341,0.834239934,0.483058608,2.642857143,5.714285714,4.085714286,5.785714286,18.7,645.1444444,33.9,30.2,18.8,8.77,16.3,34.00277778,26.5,66.62382445,0.95,0.85,2.129690585,1.079166667,11127.9,8757.144891,8673.838708,194.25
1.400208986,10.95714286,23.9,-0.9,15202,19.62857143,22.41428571,16.71428571,63.57142857,87.7,93.5,33.2,441.7142857,60,176,10560,26548.96552,17000,10684.95298,1.746412677,1.043547727,0.702864951,0.402462121,2.7,5.571428571,4.171428571,5.742857143,21.8,666.9444444,33.8,29,17.6,8.08,15.35,35.05138889,26,65.36677116,0.875,0.85,2.157018371,1.073611111,10641.4,8424.80147,8720.900873,193.25
1.507140369,12.67142857,23.2,3.2,11552,19.25714286,21.24285714,17.01428571,73.21428571,90.18571429,96.6,35.8,468.4285714,60,152,9120,22928.65204,15900,9993.573668,1.984820987,1.119726313,0.865094673,0.435855263,2.628571429,5.742857143,4.328571429,5.942857143,22.9,689.8444444,33.9,26.3,17.8,7.14,11.4,36.04305556,25.1,63.10407524,0.875,0.8,1.972838543,1.090277778,8086.4,6126.876233,8226.962733,196.25
1.248693835,14.44285714,25.2,7.5,13152,19.7,21.92857143,17.02857143,72.87142857,91.15714286,99,34.2,434.8571429,60,153,9180,23079.49843,15700,9867.868339,1.754828044,1.004533918,0.750294125,0.427559913,2.442857143,5.828571429,4.1,5.985714286,19.6,709.4444444,33.8,27.8,16.4,7.41,15.45,37.06805556,26,65.36677116,0.75,0.9,1.830750918,1.006944444,9206.4,6702.499422,8263.430835,181.25
1.034482759,13.97142857,24.6,6.8,12469,18.82857143,21.04285714,16.07142857,73.61428571,90.64285714,99.5,34.8,360.1428571,60,129,7740,19459.18495,13100,8233.69906,1.560605097,0.900271545,0.660333552,0.423126615,2.342857143,5.914285714,3.716666667,6.066666667,15.55,724.9944444,34.1,26.2,15.3,7.09,13.95,38.01111111,26,65.36677116,0.75,0.75,1.695512348,1.0125,8728.3,6082.569564,7560.665333,182.25
1.188087774,15,26.2,6.7,15860,19.6,22.34285714,16.01428571,65.18571429,88.37142857,98.9,32.4,381.5714286,60,145,8700,21872.72727,14400,9050.783699,1.379112691,0.80844537,0.57066732,0.413793103,2.514285714,5.842857143,4.128571429,6.014285714,14.65,739.6444444,30.6,23.2,16,5.96,9.4,39.00277778,24,60.33855799,0.675,0.525,1.519862658,1.029166667,11102,7237.589858,7736.822866,185.25
1.528387321,17.68571429,28,8.5,16392,20.77142857,23.55714286,17.04285714,66.12857143,87.88571429,98.1,32.5,350.2857143,60,170,10200,25643.88715,18300,11502.03762,1.564414784,0.862728741,0.701686043,0.448529412,2.457142857,5.871428571,4.116666667,6.016666667,15.15,754.7944444,29.1,24.3,14.4,6.81,14.4,39.95416667,23,57.82445141,0.6,0.75,1.323789589,1.080555556,11474.4,6831.205085,8732.007308,194.5
1.393242773,17,27.3,8.1,15360,20.42857143,22.97142857,16.82857143,62.98571429,86.97142857,98.3,37.6,342,60.13422819,149,8960,22526.39498,14600,9176.489028,1.466562173,0.869134502,0.597427671,0.407366071,2.457142857,5.871428571,4.116666667,6.05,16.35,771.1444444,32.7,26.9,15,6.99,12.95,41.03333333,22.5,56.56739812,0.7,0.625,1.307775492,1.0375,10752,6348.106837,7965.327425,186.75
1.207941484,19.38571429,31.3,8.6,20019,22.37142857,25.92857143,17.22857143,57.7,85.41428571,96.4,28.7,333,60,203,12180,30621.81818,22300,14016.1442,1.529637753,0.829495678,0.700142075,0.45771757,2.571428571,5.842857143,4.242857143,6,15.15,786.2944444,29.8,25.6,16,6.82,12.3,41.94444444,21.2,53.29905956,0.725,0.675,1.338273818,1.026388889,14013.3,8404.647517,8840.565445,184.75
1.161964472,20.68571429,31.3,12.3,16825,22.44285714,25,18.35714286,64.8,83,98.9,28.6,282.2857143,60,205,12300,30923.51097,26200,16467.39812,1.837950132,0.85920433,0.978745802,0.532520325,2.642857143,5.714285714,3.942857143,6.028571429,15.9,802.1944444,30.1,23.4,16.8,6.25,10.25,42.92083333,19.3,48.52225705,0.7,0.6,1.40770967,1.026388889,11777.5,7306.865858,8138.010006,184.75
1.172762104,20.85714286,29.5,12.6,17503,22.48571429,25.2,18.37142857,67.07142857,88.08571429,98.9,40.2,254,60,214,12840,32281.12853,27700,17410.18809,1.844319747,0.849622376,0.994697371,0.539330218,2.628571429,5.685714286,3.728571429,6.028571429,0,0,0,0,17.4,0,0,43.92638889,19.8,49.77931034,0.45,1.175,0,1.011111111,12252.1,36.7563,0,182
0.977011494,22.25714286,31.1,14.5,15453,23.51428571,26.04285714,19.55714286,70.94285714,90.91428571,98.5,40,257.4285714,60,198,11880,29867.58621,23500,14770.37618,1.932801799,0.976975994,0.955825806,0.49452862,2.6,5.671428571,4.257142857,6.014285714,0,0,0,0,18,0,0,44.90972222,15.3,38.46583072,0,0,0,0.997222222,10817.1,32.4513,0,179.5
1.047718565,22.81428571,30.2,17.5,14423,23.95714286,25.82857143,21.01428571,74.6,93.2,98.1,44.3,280.1428571,60,178,10680,26850.65831,22300,14016.1442,1.861655571,0.889864391,0.971791181,0.522003745,2.457142857,5.685714286,3.985714286,5.942857143,0,0,0,0,15,0,0,45.99305556,12.4,31.17492163,0,0,0,0.995833333,10096.1,30.2883,0,179.25
0.489376524,23.87142857,30.6,19.4,14961,25.07142857,27,21.98571429,77.48571429,93.47142857,99.2,51.2,312.2857143,60,188,11280,28359.12226,24700,15524.60815,1.895536545,0.857864722,1.037671823,0.547429078,2.371428571,5.757142857,3.771428571,5.971428571,0,0,0,0,15,0,0,46.97083333,9.2,23.12978056,0,0,0,0.951388889,10472.7,31.4181,0,171.25
0.2964124,23.8,30,18,13069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.944444444,9148.3,27.4449,0,170
0.127481714,25.52857143,34.4,21.2,11747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.944444444,8222.9,24.6687,0,170
0,25.5,32.2,22.1,13371,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.944444444,9359.7,28.0791,0,170
0,26.6,35,20,16606,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11624.2,34.8726,0,0
